Time Stamp	DEMAND
03/14/2005 8:00 PM	56
03/14/2005 8:15 PM	54
03/14/2005 8:30 PM	42
03/14/2005 8:45 PM	23
03/14/2005 9:00 PM	23
03/14/2005 9:15 PM	28
03/14/2005 9:30 PM	13
03/14/2005 9:45 PM	7
03/14/2005 10:00 PM	7
03/15/2005 6:30 AM	0
03/15/2005 6:45 AM	2
03/15/2005 7:00 AM	4
03/15/2005 7:15 AM	7
03/15/2005 7:30 AM	13
03/15/2005 7:45 AM	11
03/15/2005 8:00 AM	18
03/15/2005 8:15 AM	21
03/15/2005 8:30 AM	19
03/15/2005 8:45 AM	12
03/15/2005 9:00 AM	12
03/15/2005 9:15 AM	19
03/15/2005 9:30 AM	27
03/15/2005 9:45 AM	18
03/15/2005 10:00 AM	20
03/15/2005 10:15 AM	24
03/15/2005 10:30 AM	29
03/15/2005 10:45 AM	25
03/15/2005 11:00 AM	38
03/15/2005 11:15 AM	43
03/15/2005 11:30 AM	49
03/15/2005 11:45 AM	33
03/15/2005 12:00 PM	42
03/15/2005 12:15 PM	39
03/15/2005 12:30 PM	45
03/15/2005 12:45 PM	46
03/15/2005 1:00 PM	54
03/15/2005 1:15 PM	64
03/15/2005 1:30 PM	57
03/15/2005 1:45 PM	64
03/15/2005 2:00 PM	36
03/15/2005 2:15 PM	42
03/15/2005 2:30 PM	44
03/15/2005 2:45 PM	33
03/15/2005 3:00 PM	45
03/15/2005 3:15 PM	27
03/15/2005 3:30 PM	35
03/15/2005 3:45 PM	40
03/15/2005 4:00 PM	39
03/15/2005 4:15 PM	38
03/15/2005 4:30 PM	29
03/15/2005 4:45 PM	35
03/15/2005 5:00 PM	34
03/15/2005 5:15 PM	39
03/15/2005 5:30 PM	41
03/15/2005 5:45 PM	58
03/15/2005 6:00 PM	66
03/15/2005 6:15 PM	92
03/15/2005 6:30 PM	115
03/15/2005 6:45 PM	110
03/15/2005 7:00 PM	95
03/15/2005 7:15 PM	83
03/15/2005 7:30 PM	88
03/15/2005 7:45 PM	43
03/15/2005 8:00 PM	50
03/15/2005 8:15 PM	47
03/15/2005 8:30 PM	50
03/15/2005 8:45 PM	40
03/15/2005 9:00 PM	34
03/15/2005 9:15 PM	23
03/15/2005 9:30 PM	19
03/15/2005 9:45 PM	12
03/15/2005 10:00 PM	9
03/16/2005 6:30 AM	1
03/16/2005 6:45 AM	6
03/16/2005 7:00 AM	1
03/16/2005 7:15 AM	6
03/16/2005 7:30 AM	12
03/16/2005 7:45 AM	11
03/16/2005 8:00 AM	14
03/16/2005 8:15 AM	18
03/16/2005 8:30 AM	14
03/16/2005 8:45 AM	13
03/16/2005 9:00 AM	16
03/16/2005 9:15 AM	30
03/16/2005 9:30 AM	21
03/16/2005 9:45 AM	20
03/16/2005 10:00 AM	16
03/16/2005 10:15 AM	30
03/16/2005 10:30 AM	19
03/16/2005 10:45 AM	30
03/16/2005 11:00 AM	29
03/16/2005 11:15 AM	38
03/16/2005 11:30 AM	23
03/16/2005 11:45 AM	33
03/16/2005 12:00 PM	23
03/16/2005 12:15 PM	40
03/16/2005 12:30 PM	37
03/16/2005 12:45 PM	36
03/16/2005 1:00 PM	46
03/16/2005 1:15 PM	40
03/16/2005 1:30 PM	34
03/16/2005 1:45 PM	54
03/16/2005 2:00 PM	28
03/16/2005 2:15 PM	42
03/16/2005 2:30 PM	48
03/16/2005 2:45 PM	49
03/16/2005 3:00 PM	36
03/16/2005 3:15 PM	40
03/16/2005 3:30 PM	31
03/16/2005 3:45 PM	28
03/16/2005 4:00 PM	34
03/16/2005 4:15 PM	24
03/16/2005 4:30 PM	26
03/16/2005 4:45 PM	30
03/16/2005 5:00 PM	30
03/16/2005 5:15 PM	29
03/16/2005 5:30 PM	47
03/16/2005 5:45 PM	47
03/16/2005 6:00 PM	62
03/16/2005 6:15 PM	83
03/16/2005 6:30 PM	122
03/16/2005 6:45 PM	83
03/16/2005 7:00 PM	86
03/16/2005 7:15 PM	71
03/16/2005 7:30 PM	66
03/16/2005 7:45 PM	65
03/16/2005 8:00 PM	57
03/16/2005 8:15 PM	61
03/16/2005 8:30 PM	42
03/16/2005 8:45 PM	38
03/16/2005 9:00 PM	23
03/16/2005 9:15 PM	22
03/16/2005 9:30 PM	22
03/16/2005 9:45 PM	16
03/16/2005 10:00 PM	12
03/17/2005 6:30 AM	3
03/17/2005 6:45 AM	4
03/17/2005 7:00 AM	4
03/17/2005 7:15 AM	5
03/17/2005 7:30 AM	13
03/17/2005 7:45 AM	11
03/17/2005 8:00 AM	19
03/17/2005 8:15 AM	17
03/17/2005 8:30 AM	11
03/17/2005 8:45 AM	14
03/17/2005 9:00 AM	13
03/17/2005 9:15 AM	20
03/17/2005 9:30 AM	19
03/17/2005 9:45 AM	32
03/17/2005 10:00 AM	16
03/17/2005 10:15 AM	24
03/17/2005 10:30 AM	29
03/17/2005 10:45 AM	31
03/17/2005 11:00 AM	27
03/17/2005 11:15 AM	24
03/17/2005 11:30 AM	21
03/17/2005 11:45 AM	29
03/17/2005 12:00 PM	33
03/17/2005 12:15 PM	45
03/17/2005 12:30 PM	24
03/17/2005 12:45 PM	29
03/17/2005 1:00 PM	54
03/17/2005 1:15 PM	43
03/17/2005 1:30 PM	34
03/17/2005 1:45 PM	50
03/17/2005 2:00 PM	60
03/17/2005 2:15 PM	38
03/17/2005 2:30 PM	42
03/17/2005 2:45 PM	31
03/17/2005 3:00 PM	13
03/17/2005 3:15 PM	43
03/17/2005 3:30 PM	0
03/17/2005 3:45 PM	32
03/17/2005 4:00 PM	29
03/17/2005 4:15 PM	25
03/17/2005 4:30 PM	42
03/17/2005 4:45 PM	27
03/17/2005 5:00 PM	31
03/17/2005 5:15 PM	32
03/17/2005 5:30 PM	41
03/17/2005 5:45 PM	53
03/17/2005 6:00 PM	63
03/17/2005 6:15 PM	78
03/17/2005 6:30 PM	93
03/17/2005 6:45 PM	83
03/17/2005 7:00 PM	81
03/17/2005 7:15 PM	73
03/17/2005 7:30 PM	64
03/17/2005 7:45 PM	48
03/17/2005 8:00 PM	55
03/17/2005 8:15 PM	40
03/17/2005 8:30 PM	22
03/17/2005 8:45 PM	29
03/17/2005 9:00 PM	30
03/17/2005 9:15 PM	24
03/17/2005 9:30 PM	13
03/17/2005 9:45 PM	13
03/17/2005 10:00 PM	12
03/18/2005 6:30 AM	3
03/18/2005 6:45 AM	1
03/18/2005 7:00 AM	5
03/18/2005 7:15 AM	7
03/18/2005 7:30 AM	13
03/18/2005 7:45 AM	11
03/18/2005 8:00 AM	14
03/18/2005 8:15 AM	19
03/18/2005 8:30 AM	16
03/18/2005 8:45 AM	14
03/18/2005 9:00 AM	13
03/18/2005 9:15 AM	19
03/18/2005 9:30 AM	28
03/18/2005 9:45 AM	17
03/18/2005 10:00 AM	20
03/18/2005 10:15 AM	27
03/18/2005 10:30 AM	25
03/18/2005 10:45 AM	36
03/18/2005 11:00 AM	31
03/18/2005 11:15 AM	43
03/18/2005 11:30 AM	35
03/18/2005 11:45 AM	33
03/18/2005 12:00 PM	37
03/18/2005 12:15 PM	32
03/18/2005 12:30 PM	46
03/18/2005 12:45 PM	34
03/18/2005 1:00 PM	44
03/18/2005 1:15 PM	57
03/18/2005 1:30 PM	47
03/18/2005 1:45 PM	60
03/18/2005 2:00 PM	38
03/18/2005 2:15 PM	35
03/18/2005 2:30 PM	42
03/18/2005 2:45 PM	39
03/18/2005 3:00 PM	33
03/18/2005 3:15 PM	39
03/18/2005 3:30 PM	29
03/18/2005 3:45 PM	44
03/18/2005 4:00 PM	40
03/18/2005 4:15 PM	40
03/18/2005 4:30 PM	41
03/18/2005 4:45 PM	47
03/18/2005 5:00 PM	48
03/18/2005 5:15 PM	71
03/18/2005 5:30 PM	63
03/18/2005 5:45 PM	67
03/18/2005 6:00 PM	56
03/18/2005 6:15 PM	70
03/18/2005 6:30 PM	69
03/18/2005 6:45 PM	52
03/18/2005 7:00 PM	58
03/18/2005 7:15 PM	58
03/18/2005 7:30 PM	60
03/18/2005 7:45 PM	48
03/18/2005 8:00 PM	48
03/18/2005 8:15 PM	39
03/18/2005 8:30 PM	29
03/18/2005 8:45 PM	25
03/18/2005 9:00 PM	19
03/18/2005 9:15 PM	22
03/18/2005 9:30 PM	15
03/18/2005 9:45 PM	9
03/18/2005 10:00 PM	9
03/19/2005 6:30 AM	0
03/19/2005 6:45 AM	0
03/19/2005 7:00 AM	1
03/19/2005 7:15 AM	1
03/19/2005 7:30 AM	3
03/19/2005 7:45 AM	0
03/19/2005 8:00 AM	0
03/19/2005 8:15 AM	1
03/19/2005 8:30 AM	1
03/19/2005 8:45 AM	5
03/19/2005 9:00 AM	3
03/19/2005 9:15 AM	0
03/19/2005 9:30 AM	4
03/19/2005 9:45 AM	3
03/19/2005 10:00 AM	10
03/19/2005 10:15 AM	3
03/19/2005 10:30 AM	4
03/19/2005 10:45 AM	7
03/19/2005 11:00 AM	6
03/19/2005 11:15 AM	5
03/19/2005 11:30 AM	3
03/19/2005 11:45 AM	8
03/19/2005 12:00 PM	7
03/19/2005 12:15 PM	9
03/19/2005 12:30 PM	12
03/19/2005 12:45 PM	8
03/19/2005 1:00 PM	7
03/19/2005 1:15 PM	5
03/19/2005 1:30 PM	8
03/19/2005 1:45 PM	11
03/19/2005 2:00 PM	16
03/19/2005 2:15 PM	6
03/19/2005 2:30 PM	9
03/19/2005 2:45 PM	5
03/19/2005 3:00 PM	6
03/19/2005 3:15 PM	3
03/19/2005 3:30 PM	4
03/19/2005 3:45 PM	3
03/19/2005 4:00 PM	5
03/19/2005 4:15 PM	8
03/19/2005 4:30 PM	5
03/19/2005 4:45 PM	2
03/19/2005 5:00 PM	6
03/19/2005 5:15 PM	6
03/19/2005 5:30 PM	9
03/19/2005 5:45 PM	2
03/19/2005 6:00 PM	2
03/19/2005 6:15 PM	8
03/19/2005 6:30 PM	1
03/19/2005 6:45 PM	1
03/19/2005 7:00 PM	3
03/19/2005 7:15 PM	5
03/19/2005 7:30 PM	3
03/19/2005 7:45 PM	2
03/19/2005 8:00 PM	3
03/19/2005 8:15 PM	1
03/19/2005 8:30 PM	3
03/19/2005 8:45 PM	0
03/19/2005 9:00 PM	2
03/19/2005 9:15 PM	1
03/19/2005 9:30 PM	2
03/19/2005 9:45 PM	1
03/19/2005 10:00 PM	0
03/20/2005 6:30 AM	0
03/20/2005 6:45 AM	0
03/20/2005 7:00 AM	0
03/20/2005 7:15 AM	0
03/20/2005 7:30 AM	0
03/20/2005 7:45 AM	0
03/20/2005 8:00 AM	0
03/20/2005 8:15 AM	0
03/20/2005 8:30 AM	0
03/20/2005 8:45 AM	0
03/20/2005 9:00 AM	0
03/20/2005 9:15 AM	0
03/20/2005 9:30 AM	0
03/20/2005 9:45 AM	2
03/20/2005 10:00 AM	0
03/20/2005 10:15 AM	1
03/20/2005 10:30 AM	0
03/20/2005 10:45 AM	0
03/20/2005 11:00 AM	0
03/20/2005 11:15 AM	0
03/20/2005 11:30 AM	1
03/20/2005 11:45 AM	0
03/20/2005 12:00 PM	0
03/20/2005 12:15 PM	3
03/20/2005 12:30 PM	1
03/20/2005 12:45 PM	1
03/20/2005 1:00 PM	1
03/20/2005 1:15 PM	5
03/20/2005 1:30 PM	1
03/20/2005 1:45 PM	1
03/20/2005 2:00 PM	2
03/20/2005 2:15 PM	0
03/20/2005 2:30 PM	1
03/20/2005 2:45 PM	0
03/20/2005 3:00 PM	3
03/20/2005 3:15 PM	2
03/20/2005 3:30 PM	1
03/20/2005 3:45 PM	1
03/20/2005 4:00 PM	0
03/20/2005 4:15 PM	1
03/20/2005 4:30 PM	0
03/20/2005 4:45 PM	1
03/20/2005 5:00 PM	2
03/20/2005 5:15 PM	4
03/20/2005 5:30 PM	1
03/20/2005 5:45 PM	2
03/20/2005 6:00 PM	2
03/20/2005 6:15 PM	2
03/20/2005 6:30 PM	0
03/20/2005 6:45 PM	0
03/20/2005 7:00 PM	2
03/20/2005 7:15 PM	4
03/20/2005 7:30 PM	1
03/20/2005 7:45 PM	1
03/20/2005 8:00 PM	1
03/20/2005 8:15 PM	1
03/20/2005 8:30 PM	0
03/20/2005 8:45 PM	1
03/20/2005 9:00 PM	1
03/20/2005 9:15 PM	2
03/20/2005 9:30 PM	1
03/20/2005 9:45 PM	0
03/20/2005 10:00 PM	0
03/21/2005 6:30 AM	1
03/21/2005 6:45 AM	2
03/21/2005 7:00 AM	2
03/21/2005 7:15 AM	13
03/21/2005 7:30 AM	18
03/21/2005 7:45 AM	19
03/21/2005 8:00 AM	20
03/21/2005 8:15 AM	18
03/21/2005 8:30 AM	22
03/21/2005 8:45 AM	17
03/21/2005 9:00 AM	10
03/21/2005 9:15 AM	21
03/21/2005 9:30 AM	16
03/21/2005 9:45 AM	37
03/21/2005 10:00 AM	27
03/21/2005 10:15 AM	25
03/21/2005 10:30 AM	32
03/21/2005 10:45 AM	37
03/21/2005 11:00 AM	32
03/21/2005 11:15 AM	35
03/21/2005 11:30 AM	41
03/21/2005 11:45 AM	35
03/21/2005 12:00 PM	41
03/21/2005 12:15 PM	45
03/21/2005 12:30 PM	34
03/21/2005 12:45 PM	42
03/21/2005 1:00 PM	59
03/21/2005 1:15 PM	67
03/21/2005 1:30 PM	60
03/21/2005 1:45 PM	77
03/21/2005 2:00 PM	39
03/21/2005 2:15 PM	49
03/21/2005 2:30 PM	57
03/21/2005 2:45 PM	42
03/21/2005 3:00 PM	27
03/21/2005 3:15 PM	43
03/21/2005 3:30 PM	30
03/21/2005 3:45 PM	36
03/21/2005 4:00 PM	32
03/21/2005 4:15 PM	21
03/21/2005 4:30 PM	39
03/21/2005 4:45 PM	35
03/21/2005 5:00 PM	44
03/21/2005 5:15 PM	51
03/21/2005 5:30 PM	3
03/21/2005 5:45 PM	0
03/21/2005 6:00 PM	0
03/21/2005 6:15 PM	0
03/21/2005 6:30 PM	65
03/21/2005 6:45 PM	108
03/21/2005 7:00 PM	101
03/21/2005 7:15 PM	105
03/21/2005 7:30 PM	74
03/21/2005 7:45 PM	55
03/21/2005 8:00 PM	53
03/21/2005 8:15 PM	47
03/21/2005 8:30 PM	45
03/21/2005 8:45 PM	36
03/21/2005 9:00 PM	35
03/21/2005 9:15 PM	23
03/21/2005 9:30 PM	12
03/21/2005 9:45 PM	6
03/21/2005 10:00 PM	2
